eps,min_samples,n_clusters,noise_ratio,silhouette,calinski_harabasz,davies_bouldin
0.4,7,2,0.0,0.7951249219606448,347.7652339418744,0.16598301724626682
0.35000000000000003,5,2,0.0,0.7951249219606448,347.7652339418744,0.16598301724626682
0.35000000000000003,6,2,0.0,0.7951249219606448,347.7652339418744,0.16598301724626682
0.4,5,2,0.0,0.7951249219606448,347.7652339418744,0.16598301724626682
0.45,6,2,0.0,0.7951249219606448,347.7652339418744,0.16598301724626682
0.45,8,2,0.0,0.7951249219606448,347.7652339418744,0.16598301724626682
0.45,7,2,0.0,0.7951249219606448,347.7652339418744,0.16598301724626682
0.35000000000000003,7,2,0.0,0.7951249219606448,347.7652339418744,0.16598301724626682
0.4,6,2,0.0,0.7951249219606448,347.7652339418744,0.16598301724626682
0.4,9,2,0.0005110950210826696,0.7935449388761959,374.4487589540389,0.17310324059664858
0.4,11,2,0.0005110950210826696,0.7935449388761959,374.4487589540389,0.17310324059664858
0.4,10,2,0.0005110950210826696,0.7935449388761959,374.4487589540389,0.17310324059664858
0.45,11,2,0.0005110950210826696,0.7935449388761959,374.4487589540389,0.17310324059664858
0.45,10,2,0.0005110950210826696,0.7935449388761959,374.4487589540389,0.17310324059664858
0.45,12,2,0.0005110950210826696,0.7935449388761959,374.4487589540389,0.17310324059664858
0.25,6,2,0.0005110950210826696,0.7935449388761959,374.4487589540389,0.17310324059664858
0.3,2,2,0.0,0.7935449388761959,374.4487589540389,0.17310324059664858
0.3,4,2,0.0,0.7935449388761959,374.4487589540389,0.17310324059664858
0.35000000000000003,9,2,0.0005110950210826696,0.7935449388761959,374.4487589540389,0.17310324059664858
0.35000000000000003,10,2,0.0005110950210826696,0.7935449388761959,374.4487589540389,0.17310324059664858
0.3,3,2,0.0,0.7935449388761959,374.4487589540389,0.17310324059664858
0.35000000000000003,8,2,0.0005110950210826696,0.7935449388761959,374.4487589540389,0.17310324059664858
0.25,7,2,0.0005536862728395587,0.7915169885016555,398.8354903724025,0.1821407315946979
0.4,14,2,0.0005536862728395587,0.7915169885016555,398.8354903724025,0.1821407315946979
0.45,13,2,0.0005536862728395587,0.7915169885016555,398.8354903724025,0.1821407315946979
0.45,14,2,0.0005536862728395587,0.7915169885016555,398.8354903724025,0.1821407315946979
0.4,12,2,0.0005536862728395587,0.7915169885016555,398.8354903724025,0.1821407315946979
0.4,13,2,0.0005536862728395587,0.7915169885016555,398.8354903724025,0.1821407315946979
0.35000000000000003,11,2,0.0005962775245964479,0.7894956025479055,422.3872649678245,0.19022825558580336
0.3,9,2,0.000638868776353337,0.7876677072224012,445.8290876477354,0.19691961594782212
0.3,8,2,0.000638868776353337,0.7876677072224012,445.8290876477354,0.19691961594782212
0.35000000000000003,14,2,0.0006814600281102261,0.7873957189129985,474.3825577596269,0.19738929078542808
0.35000000000000003,12,2,0.0006814600281102261,0.7873957189129985,474.3825577596269,0.19738929078542808
0.35000000000000003,13,2,0.0006814600281102261,0.7873957189129985,474.3825577596269,0.19738929078542808
0.3,10,2,0.0007240512798671153,0.7843013612211848,491.68251891329595,0.20794122693278513
0.25,10,2,0.0007240512798671153,0.7843013612211848,491.68251891329595,0.20794122693278513
0.25,8,2,0.0007240512798671153,0.7843013612211848,491.68251891329595,0.20794122693278513
0.25,9,2,0.0007240512798671153,0.7843013612211848,491.68251891329595,0.20794122693278513
0.2,4,3,0.00021295625878444568,0.7832653800134564,187.5612598038705,0.3844137496163906
0.3,7,3,0.00021295625878444568,0.7832653800134564,187.5612598038705,0.3844137496163906
0.25,5,3,0.00021295625878444568,0.7832653800134564,187.5612598038705,0.3844137496163906
0.25,4,3,0.0,0.7832653800134564,187.5612598038705,0.3844137496163906
0.25,3,3,0.0,0.7832653800134564,187.5612598038705,0.38441374961639047
0.25,2,3,0.0,0.7832653800134564,187.5612598038705,0.38441374961639047
0.3,12,2,0.0008092337833808936,0.7830870704767335,544.121357141451,0.2103033505111389
0.3,13,2,0.0008092337833808936,0.7830870704767335,544.121357141451,0.2103033505111389
0.3,11,2,0.0008092337833808936,0.7830870704767335,544.121357141451,0.2103033505111389
0.2,6,2,0.0007666425316240045,0.782689958421834,513.8723987952833,0.212893142457032
0.3,14,2,0.0008518250351377827,0.7824886307441759,569.9568893909276,0.21156450121816506
0.25,11,2,0.0008944162868946718,0.7818219029486729,595.3023683255526,0.21237966614205114
0.3,6,3,0.00017036500702755653,0.7815086347498561,187.5288453618054,0.38331793665991265
0.45,9,3,0.0001277737552706674,0.7791491694046729,187.49248391343755,0.3764027755736718
0.3,5,3,8.518250351377826e-05,0.776891214195819,187.41123165334668,0.40912058499981835
0.2,2,4,4.259125175688913e-05,0.7731750513469353,125.05445009901827,0.36327364058994294
0.2,3,4,4.259125175688913e-05,0.7731750513469353,125.05445009901827,0.36327364058994294
0.4,8,3,4.259125175688913e-05,0.7730728381604246,187.34031990776617,0.31969948407295073
0.2,14,2,0.002512883853656459,0.7575812186886681,1386.3106209501818,0.24870922877235638
0.2,5,4,0.00029813876229822393,0.75606357700382,172.22869063862382,0.9211614148751714
0.15000000000000002,13,2,0.0026832488606840154,0.7552333939106745,1453.8636367469805,0.2544588202816107
0.15000000000000002,14,2,0.0026832488606840154,0.7552333939106745,1453.8636367469805,0.2544588202816107
0.2,7,3,0.0008092337833808936,0.753935650783408,537.2856286677155,0.7341355233039991
0.2,9,3,0.0011073725456791175,0.7502441014999143,566.7117596352398,0.8719068753846978
0.2,8,3,0.0009795987904084502,0.7501766679095512,537.2624322168118,0.6780018685580075
0.2,12,3,0.0017462413220324545,0.748798292933161,685.2689744672266,2.108467311715378
0.15000000000000002,2,9,0.0001277737552706674,0.7485842558528742,134.81206983476667,1.4594184308846525
0.15000000000000002,6,3,0.001277737552706674,0.7483931200363031,587.5675641163745,0.8902721930803482
0.15000000000000002,4,6,0.00038332126581200224,0.7483575270104058,215.52152781817958,0.9372359042003398
0.15000000000000002,3,6,0.00038332126581200224,0.7483575270104058,215.52152781817958,0.9372359042003398
0.2,10,3,0.0011925550491928957,0.7483149250240684,566.7189738325699,0.8063869929335886
0.15000000000000002,5,4,0.0008518250351377827,0.7482351878235873,365.8001705834604,0.9362193734203229
0.25,12,3,0.0009795987904084502,0.7474566481373252,525.8644959398017,0.5743991635807444
0.15000000000000002,12,3,0.002172153839601346,0.7464747175763227,727.0571844264043,2.5233986048659687
0.15000000000000002,11,3,0.002129562587844457,0.7464457828258307,720.7003765005898,2.2094781979107734
0.15000000000000002,10,3,0.002129562587844457,0.7464457828258307,720.7003765005898,2.2094781979107734
0.25,14,3,0.0013203288044635632,0.7463171479582995,622.4593229536082,1.044611726498556
0.15000000000000002,7,3,0.0014055113079773415,0.7461980016571881,587.4739822670433,0.8229024354838786
0.25,13,3,0.0010221900421653392,0.7461712647562416,557.9909387677369,0.5923514099231469
0.2,13,3,0.0019591975808169004,0.7457693364702187,693.4521276044718,1.770138433385517
0.1,9,2,0.0032369351335235744,0.7445989055686394,1603.5206839299706,0.29463922298759304
0.1,7,2,0.003151752630009796,0.7444997354908766,1559.174598875471,0.2958508168215334
0.1,8,2,0.003151752630009796,0.7444997354908766,1559.174598875471,0.2958508168215334
0.1,6,3,0.002811022615954683,0.7401417347703036,779.6245548245398,3.7251096159701245
0.2,11,4,0.001235146300949785,0.7182625111939709,428.07983217670954,0.7915664144903555
0.15000000000000002,8,4,0.0014055113079773415,0.7169136929401179,447.7003213721807,0.7594549631408032
0.15000000000000002,9,4,0.0014481025597342307,0.7158405518795437,467.09397331372514,0.7763251930918043
0.1,2,15,0.0005962775245964479,0.6987819024380645,113.3772190646726,2.9805184651337595
0.1,3,12,0.0008518250351377827,0.6985239250347745,143.46341632080717,3.2020758785051373
0.1,4,7,0.0016610588185186762,0.6978965674905462,262.5316042332046,2.4422569385057384
0.1,5,5,0.002172153839601346,0.6975960119594338,391.1013790141624,3.2229948266281583
0.1,10,3,0.0032795263852804634,0.6829166390824,1009.4519422219671,0.6689137484254947
0.1,12,4,0.00344989139230802,0.6519830055647964,950.5464184081436,0.7155550302876252
0.1,11,4,0.003364708888794242,0.6518666072008609,943.4860032992372,0.687320424593745
0.1,13,4,0.003790621406363133,0.6507038415911391,948.3886422212234,0.813506261502728
0.1,14,5,0.0040461689169044674,0.6470105430739338,718.4629610299693,0.8843044745721119
0.05,3,16,0.00489799395204225,0.6092655117914982,293.8718011717366,4.019577823546548
0.05,5,13,0.00689978278461604,0.6043790907750312,1361.4417399721344,3.3915225990127
0.05,9,10,0.012649601771796073,0.6027370861608644,1828.123798809424,1.797467748954689
0.05,10,8,0.014523616849099195,0.6014608414879051,2353.8077630989433,2.0445306065739093
0.05,6,12,0.008262702840836493,0.5976308223467331,1485.9564846304847,3.2780370603319255
0.05,7,12,0.010264491673410281,0.5961621529364071,1484.6459486928848,1.8919292128792982
0.05,8,11,0.011286681715575621,0.5954535666672248,1638.1708477608174,1.8887302508820403
0.05,12,9,0.018016099493164104,0.5856355502634476,2697.841215439668,1.5857781436306309
0.05,13,12,0.020060479577494784,0.5849288585802006,1992.1629979858485,1.6603613347679163
0.05,11,8,0.016099493164104094,0.5764379734631729,2503.1573613421065,2.337224706006566
0.05,4,15,0.005664636483666255,0.5712864801110251,348.1420563540484,3.9586051786210184
0.05,14,10,0.02355296222155969,0.5582879951105353,2507.0831138309536,1.828978009062284
0.05,2,37,0.003109161378252907,0.1395814200995663,124.98438206365503,3.0841822382534256
